bird_name,bird_sci_name,bird_order,bird_family,bird_color,bird_habitat,bird_char,bird_desc,bird_distr,bird_eco,bird_img,bird_scale
MIKADO  PHEASANT,SYRMATICUS MIKADO,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
MILITARY MACAW,ARA MILITARIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
MOURNING DOVE,ZENAIDA MACROURA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
MYNA,ACRIDOTHERES TRISTIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
NICOBAR PIGEON,CALOENAS NICOBARICA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
NOISY FRIARBIRD,PHILEMON CORNICULATUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
NORTHERN BEARDLESS TYRANNULET,CAMPTOSTOMA IMBERBE,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
NORTHERN CARDINAL,CARDINALIS CARDINALIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
NORTHERN FLICKER,COLAPTES AURATUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
NORTHERN FULMAR,FULMARUS GLACIALIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
NORTHERN GANNET,MORUS BASSANUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
NORTHERN GOSHAWK,ACCIPITER GENTILIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
NORTHERN JACANA,JACANA SPINOSA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
NORTHERN MOCKINGBIRD,MIMUS POLYGLOTTOS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
NORTHERN PARULA,SETOPHAGA AMERICANA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
NORTHERN RED BISHOP,EUPLECTES FRANCISCANUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
NORTHERN SHOVELER,SPATULA CLYPEATA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
OCELLATED TURKEY,MELEAGRIS OCELLATA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
OKINAWA RAIL,GALLIRALLUS OKINAWAE,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
ORANGE BREASTED TROGON,HARPACTES ORESKIOS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
ORANGE BRESTED BUNTING,PASSERINA LECLANCHERII,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
ORIENTAL BAY OWL,PHODILUS BADIUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
ORNATE HAWK EAGLE,SPIZAETUS ORNATUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
OSPREY,PANDION HALIAETUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
OSTRICH,STRUTHIO CAMELUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
OVENBIRD,SEIURUS AUROCAPILLA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
OYSTER CATCHER,HAEMATOPUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
PAINTED BUNTING,PASSERINA CIRIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
PALILA,LOXIOIDES BAILLEUI,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
PALM NUT VULTURE,GYPOHIERAX ANGOLENSIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
PARADISE TANAGER,TANGARA CHILENSIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
PARAKETT  AKULET,AETHIA PSITTACULA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
PARUS MAJOR,PARUS MAJOR,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
PATAGONIAN SIERRA FINCH,PHRYGILUS PATAGONICUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
PEACOCK,PAVO CRISTATUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
PEREGRINE FALCON,FALCO PEREGRINUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
PHAINOPEPLA,PHAINOPEPLA NITENS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
PHILIPPINE EAGLE,PITHECOPHAGA JEFFERYI,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
PINK ROBIN,PETROICA RODINOGASTER,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
PLUSH CRESTED JAY,CYANOCORAX CHRYSOPS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
POMARINE JAEGER,STERCORARIUS POMARINUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
PUFFIN,FRATERCULA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
PUNA TEAL,ANAS PUNA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
PURPLE FINCH,HAEMORHOUS PURPUREUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
PURPLE GALLINULE,PORPHYRIO MARTINICUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
PURPLE MARTIN,PROGNE SUBIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
PURPLE SWAMPHEN,PORPHYRIO PORPHYRIO,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
PYGMY KINGFISHER,ISPIDINA PICTA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
PYRRHULOXIA,CARDINALIS SINUATUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
QUETZAL,PHAROMACHRUS MOCINNO,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RAINBOW LORIKEET,TRICHOGLOSSUS MOLUCCANUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RAZORBILL,ALCA TORDA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RED BEARDED BEE EATER,NYCTYORNIS AMICTUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RED BELLIED PITTA,PITTA ERYTHROGASTER,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RED BILLED TROPICBIRD,PHAETHON AETHEREU,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RED BROWED FINCH,NEOCHMIA TEMPORALIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RED FACED CORMORANT,PHALACROCORAX URILE,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RED FACED WARBLER,CARDELLINA RUBRIFRONS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RED FODY,FOUDIA MADAGASCARIENSIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RED HEADED DUCK,AYTHYA AMERICANA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RED HEADED WOODPECKER,MELANERPES ERYTHROCEPHALUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RED KNOT,CALIDRIS CANUTUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RED LEGGED HONEYCREEPER,CYANERPES CYANEUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RED NAPED TROGON,HARPACTES KASUMBA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RED SHOULDERED HAWK,BUTEO LINEATUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RED TAILED HAWK,BUTEO JAMAICENSIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RED TAILED THRUSH,NEOCOSSYPHUS RUFUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RED WINGED BLACKBIRD,AGELAIUS PHOENICEUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RED WISKERED BULBUL,PYCNONOTUS JOCOSUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
REGENT BOWERBIRD,SERICULUS CHRYSOCEPHALUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RING-NECKED PHEASANT,PHASIANUS COLCHICUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
ROADRUNNER,GEOCOCCYX,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
ROCK DOVE,COLUMBA LIVIA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
ROSE BREASTED COCKATOO,EOLOPHUS ROSEICAPILLA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
ROSE BREASTED GROSBEAK,PHEUCTICUS LUDOVICIANUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
ROSEATE SPOONBILL,PLATALEA AJAJA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
ROSY FACED LOVEBIRD,AGAPORNIS ROSEICOLLIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
ROUGH LEG BUZZARD,BUTEO LAGOPUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
ROYAL FLYCATCHER,ONYCHORHYNCHUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RUBY CROWNED KINGLET,REGULUS CALENDULA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RUBY THROATED HUMMINGBIRD,ARCHILOCHUS COLUBRIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RUDDY SHELDUCK,TADORNA FERRUGINEA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RUDY KINGFISHER,HALCYON COROMANDA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RUFOUS KINGFISHER,CHLOROCERYLE INDA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RUFOUS TREPE,DENDROCITTA VAGABUNDA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
RUFUOS MOTMOT,BARYPHTHENGUS MARTII,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SAMATRAN THRUSH,MYOPHONUS CASTANEUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SAND MARTIN,RIPARIA RIPARIA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SANDHILL CRANE,GRUS CANADENSIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SATYR TRAGOPAN,TRAGOPAN SATYRA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SAYS PHOEBE,SAYORNIS SAYA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SCARLET CROWNED FRUIT DOVE,PTILINOPUS INSULARIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SCARLET FACED LIOCICHLA,LIOCICHLA RIPPONI,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SCARLET IBIS,EUDOCIMUS RUBER,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SCARLET MACAW,ARA MACAO,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SCARLET TANAGER,PIRANGA OLIVACEA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SHOEBILL,BALAENICEPS REX,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SHORT BILLED DOWITCHER,LIMNODROMUS GRISEUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SMITHS LONGSPUR,CALCARIUS PICTUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SNOW GOOSE,ANSER CAERULESCENS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SNOW PARTRIDGE,LERWA LERWA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SNOWY EGRET,EGRETTA THULA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SNOWY OWL,BUBO SCANDIACUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SNOWY PLOVER,CHARADRIUS NIVOSUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SORA,PORZANA CAROLINA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SPANGLED COTINGA,COTINGA CAYANA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SPLENDID WREN,MALURUS SPLENDENS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SPOON BILED SANDPIPER,CALIDRIS PYGMAEA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SPOTTED CATBIRD,AILUROEDUS MACULOSUS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SPOTTED WHISTLING DUCK,DENDROCYGNA GUTTATA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SQUACCO HERON,ARDEOLA RALLOIDES,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
SRI LANKA BLUE MAGPIE,UROCISSA ORNATA,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
STEAMER DUCK,TACHYERES,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
STORK BILLED KINGFISHER,PELARGOPSIS CAPENSIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
STRIATED CARACARA,PHALCOBOENUS AUSTRALIS,order,family,"['#FF0000', '#FFFFFF']","['habitat', 'habitat1']","{'size': '100 cm', 'wing': '100 cm', 'weight': '100 g'}",description,distribution,ecology,"['img.png', 'img1.png']",1
